id,Слово,Перевод,Тип,Курс,Урок
461,koşmak,бегать,FİİLLER,A1,UNITE3
462,koymak,"ставить, класть",FİİLLER,A1,UNITE3
463,kullanmak,"использовать, применять, пользоваться",FİİLLER,A1,UNITE3
464,nefret etmek,ненавидеть,FİİLLER,A1,UNITE3
465,okumak,"читать, учиться (в учебном заведении)",FİİLLER,A1,UNITE3
466,oturmak,"сидеть, жить (где-либо)",FİİLLER,A1,UNITE3
467,oynamak,играть,FİİLLER,A1,UNITE3
468,öğrenmek,"узнавать, учить, изучать",FİİLLER,A1,UNITE3
469,özlemek,"скучать, тосковать",FİİLLER,A1,UNITE3
470,para çekmek,"снимать деньги (с карты, счета)",FİİLLER,A1,UNITE3
471,pişirmek,"готовить (еду), печь, варить",FİİLLER,A1,UNITE3
472,sanmak,"думать, полагать",FİİLLER,A1,UNITE3
473,sevmek,любить,FİİLLER,A1,UNITE3
474,sıkılmak,"скучать, уставать (от безделья), надоедать",FİİLLER,A1,UNITE3
475,sohbet etmek,"беседовать, болтать",FİİLLER,A1,UNITE3
476,sormak,спрашивать,FİİLLER,A1,UNITE3
477,söylemek,"говорить, рассказывать",FİİLLER,A1,UNITE3
478,spor yapmak,заниматься спортом,FİİLLER,A1,UNITE3
479,stres atmak,"снимать стресс, разряжаться",FİİLLER,A1,UNITE3
480,tanımak,"знать, узнавать, признавать",FİİLLER,A1,UNITE3
481,tanışmak,знакомиться,FİİLLER,A1,UNITE3
482,tekrar etmek,повторять,FİİLLER,A1,UNITE3
483,temizlemek,"чистить, убирать",FİİLLER,A1,UNITE3
484,tırmanmak,"карабкаться, взбираться",FİİLLER,A1,UNITE3
485,uyumak,спать,FİİLLER,A1,UNITE3
486,uzanmak,"ложиться, протягиваться, тянуться",FİİLLER,A1,UNITE3
487,varmak,"прибывать, достигать",FİİLLER,A1,UNITE3
488,vermek,давать,FİİLLER,A1,UNITE3
489,yapmak,"делать, строить",FİİLLER,A1,UNITE3
490,yardım etmek,помогать,FİİLLER,A1,UNITE3
491,yardım istemek,просить о помощи,FİİLLER,A1,UNITE3
492,yaşamak,жить,FİİLLER,A1,UNITE3
493,yatmak,"ложиться спать, лежать",FİİLLER,A1,UNITE3
494,yazmak,писать,FİİLLER,A1,UNITE3
167,yemek,есть,FİİLLER,A1,UNITE3
495,yorulmak,уставать,FİİLLER,A1,UNITE3
496,yürümek,"ходить, гулять",FİİLLER,A1,UNITE3
497,yüzmek,плавать,FİİLLER,A1,UNITE3
498,bol bol,"много, в большом количестве, вдоволь",KALIP İFADELER,A1,UNITE3
499,inşallah,"если Бог даст, дай Бог, надеюсь",KALIP İFADELER,A1,UNITE3
500,abla,сестра (старшая),İSİMLER,A1,UNITE4
501,ağabey,брат (старший),İSİMLER,A1,UNITE4
502,ağız,рот,İSİMLER,A1,UNITE4
503,aile,семья,İSİMLER,A1,UNITE4
504,amca,дядя (по отцу),İSİMLER,A1,UNITE4
505,anadil,"родной язык, материнский язык",İSİMLER,A1,UNITE4
202,anahtar,ключ,İSİMLER,A1,UNITE4
506,anaokulu,детский сад,İSİMLER,A1,UNITE4
507,anneanne,бабушка (по матери),İSİMLER,A1,UNITE4
508,babaanne,бабушка (по отцу),İSİMLER,A1,UNITE4
509,boyun,шея,İSİMLER,A1,UNITE4
510,burun,нос,İSİMLER,A1,UNITE4
511,dayı,дядя (по матери),İSİMLER,A1,UNITE4
512,dede,дедушка,İSİMLER,A1,UNITE4
513,diş,зуб,İSİMLER,A1,UNITE4
514,erkek kardeş,брат (младший),İSİMLER,A1,UNITE4
515,hala,тётя (по отцу),İSİMLER,A1,UNITE4
516,havuz,"бассейн, пруд",İSİMLER,A1,UNITE4
517,ilkokul,начальная школа,İSİMLER,A1,UNITE4
518,karı,"жена, баба",İSİMLER,A1,UNITE4
519,kız kardeş,сестра (младшая),İSİMLER,A1,UNITE4
520,koca,"муж, супруг",İSİMLER,A1,UNITE4
521,kol,"рука (от плеча до кисти), рукав",İSİMLER,A1,UNITE4
522,lise,"лицей, средняя школа (старшие классы)",İSİMLER,A1,UNITE4
523,manto,пальто,İSİMLER,A1,UNITE4
524,mektup,"письмо, послание",İSİMLER,A1,UNITE4
525,omuz,плечо,İSİMLER,A1,UNITE4
526,ortaokul,средняя школа (младшие классы),İSİMLER,A1,UNITE4
527,satranç,шахматы,İSİMLER,A1,UNITE4
528,şirket,"компания, фирма, общество",İSİMLER,A1,UNITE4
529,teneffüs,"перемена, перерыв, отдых",İSİMLER,A1,UNITE4
530,teyze,тётя (по матери),İSİMLER,A1,UNITE4
531,üniversite,университет,İSİMLER,A1,UNITE4
532,ütü,утюг,İSİMLER,A1,UNITE4
533,yabancı dil,иностранный язык,İSİMLER,A1,UNITE4
534,yaramaz,"непослушный, озорной, шаловливый",İSİMLER,A1,UNITE4
535,zevkli,"приятный, интересный, доставляющий удовольствие",İSİMLER,A1,UNITE4
536,almak,"брать, брать, принимать, покупать",FİİLLER,A1,UNITE4
537,dans etmek,танцевать,FİİLLER,A1,UNITE4
538,çalmak,"играть (на инструменте), красть, звонить (в колокол)",FİİLLER,A1,UNITE4
539,hissetmek,"чувствовать, ощущать",FİİLLER,A1,UNITE4
494,yazmak,"писать, записывать",FİİLLER,A1,UNITE4
540,göndermek,"посылать, отправлять",FİİLLER,A1,UNITE4
467,oynamak,играть,FİİLLER,A1,UNITE4
541,öğretmek,"учить, обучать, преподавать",FİİLLER,A1,UNITE4
542,telefon etmek,звонить по телефону,FİİLLER,A1,UNITE4
543,ağustos,август,İSİMLER,A1,UNITE5
544,ajanda,"блокнот, ежедневник, повестка дня",İSİMLER,A1,UNITE5
545,akıl,"ум, разум, рассудок",İSİMLER,A1,UNITE5
546,anma,"память, воспоминание, поминовение",İSİMLER,A1,UNITE5
547,aralık,"декабрь, промежуток, зазор",İSİMLER,A1,UNITE5
548,ateş,"огонь, жар, температура",İSİMLER,A1,UNITE5
549,balayı,медовый месяц,İSİMLER,A1,UNITE5
550,biricik,"единственный, неповторимый",İSİMLER,A1,UNITE5
551,birlikte,"вместе, совместно",İSİMLER,A1,UNITE5
552,birliktelik,"сожительство, совместная жизнь, отношения",İSİMLER,A1,UNITE5
553,boya,"краска, краситель",İSİMLER,A1,UNITE5
554,buçuk,"половина, с половиной",İSİMLER,A1,UNITE5
555,cimri,"скупой, жадный",İSİMLER,A1,UNITE5
556,cuma,пятница,İSİMLER,A1,UNITE5
557,cumartesi,суббота,İSİMLER,A1,UNITE5
558,çarşamba,среда,İSİMLER,A1,UNITE5
559,çeşitli,"разнообразный, различный",İSİMLER,A1,UNITE5
560,çeyrek,"четверть, пятнадцать минут",İSİMLER,A1,UNITE5
561,çorba,"суп, похлебка",İSİMLER,A1,UNITE5
562,çoşku,"энтузиазм, воодушевление, подъем",İSİMLER,A1,UNITE5
563,dakika,минута,İSİMLER,A1,UNITE5
564,dilek,"желание, просьба",İSİMLER,A1,UNITE5
565,dini,религиозный,İSİMLER,A1,UNITE5
566,dişçi,"зубной врач, дантист",İSİMLER,A1,UNITE5
567,dolunay,полная луна,İSİMLER,A1,UNITE5
568,düğüm,"узел, петля",İSİMLER,A1,UNITE5
569,egemenlik,"суверенитет, господство",İSİMLER,A1,UNITE5
570,ekim,октябрь,İSİMLER,A1,UNITE5
571,evlilik,"брак, замужество, женитьба",İSİMLER,A1,UNITE5
572,eylül,сентябрь,İSİMLER,A1,UNITE5
573,galeri,галерея,İSİMLER,A1,UNITE5
574,gelecek,"будущее, следующий",İSİMLER,A1,UNITE5
575,gençlik,"молодость, юность",İSİMLER,A1,UNITE5
576,geveze,"болтливый, разговорчивый",İSİMLER,A1,UNITE5
577,harf,буква,İSİMLER,A1,UNITE5
578,hazırlık,"подготовка, готовка",İSİMLER,A1,UNITE5
579,haziran,июнь,İSİMLER,A1,UNITE5
580,hece,слог,İSİMLER,A1,UNITE5
581,heyecan,"волнение, азарт, возбуждение",İSİMLER,A1,UNITE5
582,ilkbahar,весна,İSİMLER,A1,UNITE5
583,kasım,ноябрь,İSİMLER,A1,UNITE5
584,kaza,"авария, несчастный случай, происшествие",İSİMLER,A1,UNITE5
585,kış,зима,İSİMLER,A1,UNITE5
586,kurum,"учреждение, организация, сажа",İSİMLER,A1,UNITE5
587,kutlama,"празднование, поздравление",İSİMLER,A1,UNITE5
588,kültür,культура,İSİMLER,A1,UNITE5
589,marş,"гимн, марш",İSİMLER,A1,UNITE5
590,mart,март,İSİMLER,A1,UNITE5
591,mavi,"синий, голубой",İSİMLER,A1,UNITE5
592,mayıs,май,İSİMLER,A1,UNITE5
593,mevsim,"время года, сезон",İSİMLER,A1,UNITE5
594,mezuniyet,"окончание (учебного заведения), выпуск",İSİMLER,A1,UNITE5
595,milli,национальный,İSİMLER,A1,UNITE5
596,mola,"перерыв, привал",İSİMLER,A1,UNITE5
597,mor,"фиолетовый, сиреневый",İSİMLER,A1,UNITE5
598,nice,"много, долгий",İSİMLER,A1,UNITE5
599,nikah,"бракосочетание, свадебный обряд",İSİMLER,A1,UNITE5
600,nisan,апрель,İSİMLER,A1,UNITE5
601,odun,дрова,İSİMLER,A1,UNITE5
602,ömür,"жизнь, век, срок жизни",İSİMLER,A1,UNITE5
603,palto,пальто,İSİMLER,A1,UNITE5
604,pazar,"воскресенье, базар",İSİMLER,A1,UNITE5
605,pazartesi,понедельник,İSİMLER,A1,UNITE5
606,perşembe,четверг,İSİMLER,A1,UNITE5
607,program,"программа, план",İSİMLER,A1,UNITE5
608,randevu,"встреча, свидание, прием (у врача)",İSİMLER,A1,UNITE5
609,resmi,"официальный, формальный",İSİMLER,A1,UNITE5
610,rezervasyon,"бронирование, резервирование",İSİMLER,A1,UNITE5
611,salı,вторник,İSİMLER,A1,UNITE5
612,saniye,секунда,İSİMLER,A1,UNITE5
613,sarı,желтый,İSİMLER,A1,UNITE5
614,saygıdeğer,"уважаемый, достопочтенный",İSİMLER,A1,UNITE5
615,sevgili,"любимый, дорогой, возлюбленный",İSİMLER,A1,UNITE5
616,sonbahar,осень,İSİMLER,A1,UNITE5
617,sürpriz,сюрприз,İSİMLER,A1,UNITE5
618,şubat,февраль,İSİMLER,A1,UNITE5
619,temmuz,июль,İSİMLER,A1,UNITE5
620,toplantı,"собрание, встреча, заседание",İSİMLER,A1,UNITE5
621,ulusal,"национальный, народный",İSİMLER,A1,UNITE5
622,vakit,"время, пора",İSİMLER,A1,UNITE5
623,yaz,"лето, письмо",İSİMLER,A1,UNITE5
624,yeşil,зеленый,İSİMLER,A1,UNITE5
625,yılbaşı,новый год,İSİMLER,A1,UNITE5
626,yıldönümü,"годовщина, юбилей",İSİMLER,A1,UNITE5
627,zafer,"победа, триумф",İSİMLER,A1,UNITE5
628,zorluk,"трудность, сложность",İSİMLER,A1,UNITE5
629,asmak,"вешать, подвешивать, повесить",FİİLLER,A1,UNITE5
630,atlamak,"прыгать, перепрыгивать",FİİLLER,A1,UNITE5
631,atmak,"бросать, кидать",FİİLLER,A1,UNITE5
632,beklemek,ждать,FİİLLER,A1,UNITE5
633,benzemek,"быть похожим, напоминать",FİİLLER,A1,UNITE5
634,devam etmek,"продолжать, продолжаться",FİİLLER,A1,UNITE5
635,dilemek,"желать, просить",FİİLLER,A1,UNITE5
636,doğmak,"рождаться, всходить (о солнце)",FİİLLER,A1,UNITE5
637,evlenmek,"жениться, выходить замуж",FİİLLER,A1,UNITE5
638,gecikmek,"опаздывать, задерживаться",FİİLLER,A1,UNITE5
639,heyecanlanmak,"волноваться, возбуждаться",FİİLLER,A1,UNITE5
640,kapanmak,"закрываться, затворяться",FİİLLER,A1,UNITE5
641,karşılamak,"встречать, приветствовать, соответствовать",FİİLLER,A1,UNITE5
642,katılmak,"участвовать, присоединяться, вступать",FİİLLER,A1,UNITE5
643,korumak,"защищать, охранять, беречь",FİİLLER,A1,UNITE5
644,kutlamak,"праздновать, поздравлять",FİİLLER,A1,UNITE5
645,kutlu olmak,"быть благословенным, счастливым",FİİLLER,A1,UNITE5
646,öpmek,целовать,FİİLLER,A1,UNITE5
647,satın almak,"покупать, приобретать",FİİLLER,A1,UNITE5
648,sürmek,"вести (машину), ехать, намазывать",FİİLLER,A1,UNITE5
649,toplamak,"собирать, подбирать, суммировать",FİİLLER,A1,UNITE5
650,vedalaşmak,прощаться,FİİLLER,A1,UNITE5
651,yakmak,"жечь, зажигать, гореть",FİİLLER,A1,UNITE5
652,yaşlanmak,стареть,FİİLLER,A1,UNITE5
653,yenmek,"побеждать, съедать, преодолевать",FİİLLER,A1,UNITE5
654,yıkamak,"мыть, стирать",FİİLLER,A1,UNITE5
655,ziyaret etmek,"посещать, навещать",FİİLLER,A1,UNITE5
656,akıllı,"умный, разумный",İSİMLER,A1,UNITE6
657,akraba,"родственник, родня",İSİMLER,A1,UNITE6
658,alan,"область, поле, площадка",İSİMLER,A1,UNITE6
201,alt,"низ, нижняя часть",İSİMLER,A1,UNITE6
659,arka,"зад, задняя часть, спинка",İSİMLER,A1,UNITE6
660,aşağı,"низ, внизу",İSİMLER,A1,UNITE6
509,boyun,шея,İSİMLER,A1,UNITE6
661,cadde,"проспект, улица (широкая)",İSİMLER,A1,UNITE6
214,cesur,"смелый, храбрый",İSİMLER,A1,UNITE6
662,çene,подбородок,İSİMLER,A1,UNITE6
663,çevre,"окружающая среда, окружение, периметр",İSİMLER,A1,UNITE6
664,çiftçi,фермер,İSİMLER,A1,UNITE6
665,dış,"внешняя сторона, внешность, наружная часть",İSİMLER,A1,UNITE6
43,düğün,свадьба,İSİMLER,A1,UNITE6
666,emekli,"пенсионер, отставной",İSİMLER,A1,UNITE6
667,enişte,"зять, муж сестры",İSİMLER,A1,UNITE6
668,göl,озеро,İSİMLER,A1,UNITE6
669,grip,"грипп, простуда",İSİMLER,A1,UNITE6
670,güler yüzlü,"улыбчивый, приветливый",İSİMLER,A1,UNITE6
671,halsiz,"вялый, бессильный, слабый",İSİMLER,A1,UNITE6
672,i̇ç,"внутренняя часть, внутренность, содержимое",İSİMLER,A1,UNITE6
673,i̇skele,"пристань, пирс, эшафот",İSİMLER,A1,UNITE6
83,kalabalık,"толпа, скопление людей",İSİMLER,A1,UNITE6
674,karşı,"противоположный, встречный, через",İSİMLER,A1,UNITE6
266,kibar,"вежливый, любезный",İSİMLER,A1,UNITE6
675,köprü,мост,İSİMLER,A1,UNITE6
676,köşe,"угол, перекресток",İSİMLER,A1,UNITE6
677,kulak,ухо,İSİMLER,A1,UNITE6
678,kuzen,"двоюродный брат, двоюродная сестра",İSİMLER,A1,UNITE6
98,kütüphane,библиотека,İSİMLER,A1,UNITE6
679,lezzetli,вкусный,İSİMLER,A1,UNITE6
277,mahalle,"квартал, район",İSİMLER,A1,UNITE6
680,manzara,"вид, пейзаж, ландшафт",İSİMLER,A1,UNITE6
681,marka,"марка, бренд, торговая марка",İSİMLER,A1,UNITE6
682,mercimek çorbası,чечевичный суп,İSİMLER,A1,UNITE6
683,meydan,"площадь, поле, арена",İSİMLER,A1,UNITE6
684,nehir,река,İSİMLER,A1,UNITE6
685,orta,"середина, центр, средний",İSİMLER,A1,UNITE6
686,ön,"перед, передняя часть, передний",İSİMLER,A1,UNITE6
687,parmak,палец,İSİMLER,A1,UNITE6
688,patlıcan,баклажан,İSİMLER,A1,UNITE6
689,plan,план,İSİMLER,A1,UNITE6
690,rapor,"отчет, доклад",İSİMLER,A1,UNITE6
691,reçete,"рецепт, предписание",İSİMLER,A1,UNITE6
692,renk,цвет,İSİMLER,A1,UNITE6
693,sağ,"правый, здоровый",İSİMLER,A1,UNITE6
694,salıncak,качели,İSİMLER,A1,UNITE6
695,sol,левый,İSİMLER,A1,UNITE6
149,sözlük,словарь,İSİMLER,A1,UNITE6
696,şeker,"сахар, конфета",İSİMLER,A1,UNITE6
697,şikâyet,"жалоба, претензия",İSİMLER,A1,UNITE6
698,tahmin,"предположение, догадка",İSİMLER,A1,UNITE6
699,tarihi,исторический,İSİMLER,A1,UNITE6
700,ten,"кожа, тело, цвет кожи",İSİMLER,A1,UNITE6
701,terzi,"портной, портниха",İSİMLER,A1,UNITE6
530,teyze,тётя,İSİMLER,A1,UNITE6
323,üst,"верх, верхняя часть",İSİMLER,A1,UNITE6
702,vücut,тело,İSİMLER,A1,UNITE6
534,yaramaz,"непослушный, озорной, шаловливый",İSİMLER,A1,UNITE6
703,yenge,"невестка, жена брата",İSİMLER,A1,UNITE6
704,yukarı,"верх, вверх, наверх",İSİMLER,A1,UNITE6
705,ağrımak,"болеть, испытывать боль",FİİLLER,A1,UNITE6
706,anlaşmak,"договариваться, понимать друг друга",FİİLLER,A1,UNITE6
428,bayılmak,"падать в обморок, обожать",FİİLLER,A1,UNITE6
707,beğenmek,"нравиться, одобрять",FİİLLER,A1,UNITE6
708,danışmak,"спрашивать, советоваться, консультироваться",FİİLLER,A1,UNITE6
709,değiştirmek,"менять, заменять, обменивать",FİİLLER,A1,UNITE6
438,dinlemek,слушать,FİİLLER,A1,UNITE6
