id,Слово,Перевод,Тип,Курс,Урок
477,sano,здоровый,SIFATLAR,A2,UNIDAD5
478,descansar,отдыхать,FİİLLER,A2,UNIDAD5
479,cuidarse,заботиться о себе,FİİLLER,A2,UNIDAD5
480,beber agua,пить воду,KALIP İFADELER,A2,UNIDAD5
481,hacer deporte,заниматься спортом,KALIP İFADELER,A2,UNIDAD5
482,película,фильм,İSİMLER,A2,UNIDAD6
483,comedia,комедия,İSİMLER,A2,UNIDAD6
484,drama,драма,İSİMLER,A2,UNIDAD6
485,terror,ужасы,İSİMLER,A2,UNIDAD6
486,documental,документальный фильм,İSİMLER,A2,UNIDAD6
487,actor,актёр,İSİMLER,A2,UNIDAD6
488,actriz,актриса,İSİMLER,A2,UNIDAD6
489,director,режиссёр,İSİMLER,A2,UNIDAD6
490,entrada,билет,İSİMLER,A2,UNIDAD6
491,sesión,сеанс,İSİMLER,A2,UNIDAD6
492,subtitulos,субтитры,İSİMLER,A2,UNIDAD6
493,valorar,оценивать,FİİLLER,A2,UNIDAD6
494,aburrido,скучный,SIFATLAR,A2,UNIDAD6
495,emocionante,захватывающий,SIFATLAR,A2,UNIDAD6
496,original,оригинальный,SIFATLAR,A2,UNIDAD6
497,predecible,предсказуемый,SIFATLAR,A2,UNIDAD6
498,opinión,мнение,İSİMLER,A2,UNIDAD6
499,de acuerdo,согласен,KALIP İFADELER,A2,UNIDAD6
500,en desacuerdo,не согласен,KALIP İFADELER,A2,UNIDAD6
501,billete,билет,İSİMLER,A2,UNIDAD7
502,maleta,чемодан,İSİMLER,A2,UNIDAD7
503,pasaporte,паспорт,İSİMLER,A2,UNIDAD7
504,alojamiento,жильё,İSİMLER,A2,UNIDAD7
505,reserva,бронь,İSİMLER,A2,UNIDAD7
506,recepción,ресепшен,İSİMLER,A2,UNIDAD7
507,habitación doble,двухместный номер,İSİMLER,A2,UNIDAD7
508,desayuno incluido,завтрак включён,KALIP İFADELER,A2,UNIDAD7
509,retraso,задержка,İSİMLER,A2,UNIDAD7
510,equipaje,багаж,İSİMLER,A2,UNIDAD7
511,facturar,сдавать багаж,FİİLLER,A2,UNIDAD7
512,embarcar,садиться на борт,FİİLLER,A2,UNIDAD7
513,aterrizar,приземляться,FİİLLER,A2,UNIDAD7
514,despegar,взлетать,FİİLLER,A2,UNIDAD7
515,perder el vuelo,опоздать на рейс,KALIP İFADELER,A2,UNIDAD7
516,mapa,карта,İSİMLER,A2,UNIDAD7
517,guía,"гид, путеводитель",İSİMLER,A2,UNIDAD7
518,turista,турист,İSİMLER,A2,UNIDAD7
519,excursión,экскурсия,İSİMLER,A2,UNIDAD7
520,brazo,рука,İSİMLER,A2,UNIDAD8
521,pierna,нога,İSİMLER,A2,UNIDAD8
522,rodilla,колено,İSİMLER,A2,UNIDAD8
523,espalda,спина,İSİMLER,A2,UNIDAD8
524,cuello,шея,İSİMLER,A2,UNIDAD8
525,hombro,плечо,İSİMLER,A2,UNIDAD8
526,dedo,палец,İSİMLER,A2,UNIDAD8
527,ojo,глаз,İSİMLER,A2,UNIDAD8
528,oído,ухо (орган слуха),İSİMLER,A2,UNIDAD8
529,nariz,нос,İSİMLER,A2,UNIDAD8
530,boca,рот,İSİMLER,A2,UNIDAD8
531,diente,зуб,İSİMLER,A2,UNIDAD8
532,corazón,сердце,İSİMLER,A2,UNIDAD8
533,estado de ánimo,настроение,İSİMLER,A2,UNIDAD8
534,ánimo,настрой,İSİMLER,A2,UNIDAD8
535,cansado,уставший,SIFATLAR,A2,UNIDAD8
536,estresado,в стрессе,SIFATLAR,A2,UNIDAD8
537,relajado,расслабленный,SIFATLAR,A2,UNIDAD8
538,preocupado,обеспокоенный,SIFATLAR,A2,UNIDAD8
539,ilusionado,полный надежд,SIFATLAR,A2,UNIDAD8
540,decepcionado,разочарованный,SIFATLAR,A2,UNIDAD8
541,enojarse,злиться,FİİLLER,A2,UNIDAD8
542,alegrarse,радоваться,FİİLLER,A2,UNIDAD8
543,preocuparse,беспокоиться,FİİLLER,A2,UNIDAD8
544,relajarse,расслабляться,FİİLLER,A2,UNIDAD8
545,antes,раньше,ZARFLAR,A2,UNIDAD9
546,ahora,сейчас,ZARFLAR,A2,UNIDAD9
547,acostumbrarse,привыкать,FİİLLER,A2,UNIDAD9
548,soler,иметь обыкновение,FİİLLER,A2,UNIDAD9
549,costumbre,обычай,İSİMLER,A2,UNIDAD9
550,tradición,традиция,İSİMLER,A2,UNIDAD9
551,cambiar,менять(ся),FİİLLER,A2,UNIDAD9
552,empeorar,ухудшаться,FİİLLER,A2,UNIDAD9
553,seguir,продолжать,FİİLLER,A2,UNIDAD9
554,dejar de,переставать,FİİLLER,A2,UNIDAD9
555,todavía,ещё,ZARFLAR,A2,UNIDAD9
556,ya no,уже не,KALIP İFADELER,A2,UNIDAD9
557,en aquella época,в ту эпоху,KALIP İFADELER,A2,UNIDAD9
558,cuando era pequeño,когда я был маленьким,KALIP İFADELER,A2,UNIDAD9
559,cada vez más,всё больше,KALIP İFADELER,A2,UNIDAD9
560,al contrario,наоборот,KALIP İFADELER,A2,UNIDAD9
561,anécdota,"анекдот, история",İSİMLER,A2,UNIDAD10
562,de repente,вдруг,KALIP İFADELER,A2,UNIDAD10
563,entonces,тогда,ZARFLAR,A2,UNIDAD10
564,luego,потом,ZARFLAR,A2,UNIDAD10
565,al final,в итоге,KALIP İFADELER,A2,UNIDAD10
566,por eso,поэтому,KALIP İFADELER,A2,UNIDAD10
567,mientras,"пока, в то время как",EDATLAR / BAĞLAÇLAR,A2,UNIDAD10
568,cuando,когда,EDATLAR / BAĞLAÇLAR,A2,UNIDAD10
569,contar,рассказывать,FİİLLER,A2,UNIDAD10
570,ocurrir,происходить,FİİLLER,A2,UNIDAD10
571,encontrarse,встречать(ся),FİİLLER,A2,UNIDAD10
572,perderse,заблудиться,FİİLLER,A2,UNIDAD10
573,asustarse,испугаться,FİİLLER,A2,UNIDAD10
574,reírse,смеяться,FİİLLER,A2,UNIDAD10
575,llorar,плакать,FİİLLER,A2,UNIDAD10
576,sorpresa,сюрприз,İSİMLER,A2,UNIDAD10
577,casualidad,случайность,İSİMLER,A2,UNIDAD10
578,increíble,невероятный,SIFATLAR,A2,UNIDAD10
579,inesperado,неожиданный,SIFATLAR,A2,UNIDAD10
580,trabajo,работа,İSİMLER,B1,UNIDAD1
581,empleo,занятость,İSİMLER,B1,UNIDAD1
582,paro,безработица,İSİMLER,B1,UNIDAD1
583,entrevista,собеседование,İSİMLER,B1,UNIDAD1
584,currículum,резюме,İSİMLER,B1,UNIDAD1
585,jefe,начальник,İSİMLER,B1,UNIDAD1
586,compañero,коллега,İSİMLER,B1,UNIDAD1
587,horario,график,İSİMLER,B1,UNIDAD1
588,sueldo,зарплата,İSİMLER,B1,UNIDAD1
589,contrato,контракт,İSİMLER,B1,UNIDAD1
590,autónomo,самозанятый,İSİMLER,B1,UNIDAD1
591,becario,стажёр,İSİMLER,B1,UNIDAD1
592,reunión,совещание,İSİMLER,B1,UNIDAD1
593,plazo,срок,İSİMLER,B1,UNIDAD1
594,tarea,задача,İSİMLER,B1,UNIDAD1
595,solicitar,подавать заявку,FİİLLER,B1,UNIDAD1
596,contratar,нанимать,FİİLLER,B1,UNIDAD1
597,despedir,увольнять,FİİLLER,B1,UNIDAD1
598,ascender,повышать,FİİLLER,B1,UNIDAD1
599,formarse,обучаться,FİİLLER,B1,UNIDAD1
600,encargarse,отвечать за,FİİLLER,B1,UNIDAD1
601,estresante,стрессовый,SIFATLAR,B1,UNIDAD1
602,bien pagado,хорошо оплачиваемый,SIFATLAR,B1,UNIDAD1
603,temporal,временный,SIFATLAR,B1,UNIDAD1
604,fijo,постоянный,SIFATLAR,B1,UNIDAD1
605,futuro,будущее,İSİMLER,B1,UNIDAD2
606,plan,план,İSİMLER,B1,UNIDAD2
607,proyecto,проект,İSİMLER,B1,UNIDAD2
608,objetivo,цель,İSİMLER,B1,UNIDAD2
609,sueño,"мечта, сон",İSİMLER,B1,UNIDAD2
610,oportunidad,возможность,İSİMLER,B1,UNIDAD2
611,previsión,прогноз,İSİMLER,B1,UNIDAD2
612,intención,намерение,İSİMLER,B1,UNIDAD2
613,pensar,"думать, собираться",FİİLLER,B1,UNIDAD2
614,ir a,собираться,FİİLLER,B1,UNIDAD2
615,querer,хотеть,FİİLLER,B1,UNIDAD2
616,esperar,"надеяться, ждать",FİİLLER,B1,UNIDAD2
617,prometer,обещать,FİİLLER,B1,UNIDAD2
618,imaginar,представлять,FİİLLER,B1,UNIDAD2
619,dentro de,через,EDATLAR / BAĞLAÇLAR,B1,UNIDAD2
620,el año que viene,в следующем году,KALIP İFADELER,B1,UNIDAD2
621,seguro,наверняка,SIFATLAR,B1,UNIDAD2
622,probable,вероятный,SIFATLAR,B1,UNIDAD2
623,posible,возможный,SIFATLAR,B1,UNIDAD2
624,norma,"норма, правило",İSİMLER,B1,UNIDAD3
625,ley,закон,İSİMLER,B1,UNIDAD3
626,prohibición,запрет,İSİMLER,B1,UNIDAD3
627,permiso,разрешение,İSİMLER,B1,UNIDAD3
628,multa,штраф,İSİMLER,B1,UNIDAD3
629,derecho,право,İSİMLER,B1,UNIDAD3
630,condición,условие,İSİMLER,B1,UNIDAD3
631,prohibir,запрещать,FİİLLER,B1,UNIDAD3
632,permitir,разрешать,FİİLLER,B1,UNIDAD3
633,obligar,обязывать,FİİLLER,B1,UNIDAD3
634,respetar,"уважать, соблюдать",FİİLLER,B1,UNIDAD3
635,si,если,EDATLAR / BAĞLAÇLAR,B1,UNIDAD3
636,a menos que,если только не,EDATLAR / BAĞLAÇLAR,B1,UNIDAD3
637,siempre que,при условии что,EDATLAR / BAĞLAÇLAR,B1,UNIDAD3
638,en caso de,в случае,KALIP İFADELER,B1,UNIDAD3
639,obligatorio,обязательный,SIFATLAR,B1,UNIDAD3
640,opcional,необязательный,SIFATLAR,B1,UNIDAD3
641,relato,рассказ,İSİMLER,B1,UNIDAD4
642,detalle,деталь,İSİMLER,B1,UNIDAD4
643,desenlace,развязка,İSİMLER,B1,UNIDAD4
644,protagonista,протагонист,İSİMLER,B1,UNIDAD4
645,narrar,повествовать,FİİLLER,B1,UNIDAD4
646,describir,описывать,FİİLLER,B1,UNIDAD4
647,suceder,случаться,FİİLLER,B1,UNIDAD4
648,resultar,оказываться,FİİLLER,B1,UNIDAD4
649,de pronto,вдруг,KALIP İFADELER,B1,UNIDAD4
650,en aquel momento,в тот момент,KALIP İFADELER,B1,UNIDAD4
651,sin embargo,однако,KALIP İFADELER,B1,UNIDAD4
652,además,кроме того,ZARFLAR,B1,UNIDAD4
653,por un lado,с одной стороны,KALIP İFADELER,B1,UNIDAD4
654,por otro lado,с другой стороны,KALIP İFADELER,B1,UNIDAD4
655,instrucción,инструкция,İSİMLER,B1,UNIDAD5
656,advertencia,предупреждение,İSİMLER,B1,UNIDAD5
657,sugerir,предлагать,FİİLLER,B1,UNIDAD5
658,aconsejar,советовать,FİİLLER,B1,UNIDAD5
659,evitar,избегать,FİİLLER,B1,UNIDAD5
660,intentar,пытаться,FİİLLER,B1,UNIDAD5
661,conseguir,добиваться,FİİLLER,B1,UNIDAD5
662,lograr,достигать,FİİLLER,B1,UNIDAD5
663,imperativo,повелительное наклонение,İSİMLER,B1,UNIDAD5
664,se recomienda,рекомендуется,KALIP İFADELER,B1,UNIDAD5
665,es mejor,лучше,KALIP İFADELER,B1,UNIDAD5
666,lo más importante,самое важное,KALIP İFADELER,B1,UNIDAD5
667,deseo,желание,İSİMLER,B1,UNIDAD6
668,sentimiento,чувство,İSİMLER,B1,UNIDAD6
669,esperanza,надежда,İSİMLER,B1,UNIDAD6
670,pena,печаль,İSİMLER,B1,UNIDAD6
671,desear,желать,FİİLLER,B1,UNIDAD6
672,ojalá,хоть бы,DİĞER KELİMELER,B1,UNIDAD6
673,temer,бояться,FİİLLER,B1,UNIDAD6
674,esperar que,надеяться что,FİİLLER,B1,UNIDAD6
675,siento que,мне жаль что,KALIP İFADELER,B1,UNIDAD6
676,me da pena,мне жаль,KALIP İFADELER,B1,UNIDAD6
677,me da igual,мне всё равно,KALIP İFADELER,B1,UNIDAD6
678,subjuntivo,сослагательное наклонение,İSİMLER,B1,UNIDAD6
679,objeto,предмет,İSİMLER,B1,UNIDAD7
680,forma,форма,İSİMLER,B1,UNIDAD7
681,material,материал,İSİMLER,B1,UNIDAD7
682,madera,дерево,İSİMLER,B1,UNIDAD7
683,metal,металл,İSİMLER,B1,UNIDAD7
684,plástico,пластик,İSİMLER,B1,UNIDAD7
685,cristal,стекло,İSİMLER,B1,UNIDAD7
686,tela,ткань,İSİMLER,B1,UNIDAD7
687,papel,бумага,İSİMLER,B1,UNIDAD7
688,redondo,круглый,SIFATLAR,B1,UNIDAD7
689,cuadrado,квадратный,SIFATLAR,B1,UNIDAD7
690,rectangular,прямоугольный,SIFATLAR,B1,UNIDAD7
691,suave,мягкий,SIFATLAR,B1,UNIDAD7
692,duro,твёрдый,SIFATLAR,B1,UNIDAD7
693,ligero,лёгкий,SIFATLAR,B1,UNIDAD7
694,pesado,тяжёлый,SIFATLAR,B1,UNIDAD7
695,servir para,служить для,FİİLLER,B1,UNIDAD7
696,estar hecho de,быть сделанным из,FİİLLER,B1,UNIDAD7
697,funcionar,работать (о приборе),FİİLLER,B1,UNIDAD7
698,sociedad,общество,İSİMLER,B1,UNIDAD8
699,política,политика,İSİMLER,B1,UNIDAD8
700,gobierno,правительство,İSİMLER,B1,UNIDAD8
701,elección,выборы,İSİMLER,B1,UNIDAD8
702,voto,голос,İSİMLER,B1,UNIDAD8
703,partido,партия,İSİMLER,B1,UNIDAD8
704,noticia,новость,İSİMLER,B1,UNIDAD8
705,prensa,пресса,İSİMLER,B1,UNIDAD8
706,manifestación,манифестация,İSİMLER,B1,UNIDAD8
707,votar,голосовать,FİİLLER,B1,UNIDAD8
708,protestar,протестовать,FİİLLER,B1,UNIDAD8
709,informarse,информироваться,FİİLLER,B1,UNIDAD8
710,debatir,дискутировать,FİİLLER,B1,UNIDAD8
711,justo,справедливый,SIFATLAR,B1,UNIDAD8
712,injusto,несправедливый,SIFATLAR,B1,UNIDAD8
713,democrático,демократический,SIFATLAR,B1,UNIDAD8
714,corrupto,коррумпированный,SIFATLAR,B1,UNIDAD8
715,personalidad,личность,İSİMLER,B1,UNIDAD9
716,rasgo,черта,İSİMLER,B1,UNIDAD9
717,actitud,отношение,İSİMLER,B1,UNIDAD9
718,generoso,щедрый,SIFATLAR,B1,UNIDAD9
719,egoísta,эгоистичный,SIFATLAR,B1,UNIDAD9
720,sincero,искренний,SIFATLAR,B1,UNIDAD9
721,falso,фальшивый,SIFATLAR,B1,UNIDAD9
722,optimista,оптимист,SIFATLAR,B1,UNIDAD9
723,pesimista,пессимист,SIFATLAR,B1,UNIDAD9
724,responsable,ответственный,SIFATLAR,B1,UNIDAD9
725,impulsivo,импульсивный,SIFATLAR,B1,UNIDAD9
726,sensible,чувствительный,SIFATLAR,B1,UNIDAD9
727,seguro de sí,уверенный в себе,SIFATLAR,B1,UNIDAD9
728,parecerse a,быть похожим на,FİİLLER,B1,UNIDAD9
729,comportarse,вести себя,FİİLLER,B1,UNIDAD9
730,medioambiente,окружающая среда,İSİMLER,B1,UNIDAD10
731,contaminación,загрязнение,İSİMLER,B1,UNIDAD10
732,residuo,отход,İSİMLER,B1,UNIDAD10
733,energía,энергия,İSİMLER,B1,UNIDAD10
734,cambio climático,изменение климата,İSİMLER,B1,UNIDAD10
735,especie,вид,İSİMLER,B1,UNIDAD10
736,proteger,защищать,FİİLLER,B1,UNIDAD10
737,contaminar,загрязнять,FİİLLER,B1,UNIDAD10
738,ahorrar,экономить,FİİLLER,B1,UNIDAD10
739,reciclar,перерабатывать,FİİLLER,B1,UNIDAD10
740,renovable,возобновляемый,SIFATLAR,B1,UNIDAD10
741,sostenible,устойчивый,SIFATLAR,B1,UNIDAD10
742,ecológico,экологичный,SIFATLAR,B1,UNIDAD10
743,en peligro,под угрозой,KALIP İFADELER,B1,UNIDAD10
744,aunque,хотя,EDATLAR / BAĞLAÇLAR,B1,UNIDAD11
745,así que,так что,EDATLAR / BAĞLAÇLAR,B1,UNIDAD11
746,o sea,то есть,KALIP İFADELER,B1,UNIDAD11
747,es decir,то есть,KALIP İFADELER,B1,UNIDAD11
748,por tanto,следовательно,KALIP İFADELER,B1,UNIDAD11
749,en cambio,"зато, напротив",KALIP İFADELER,B1,UNIDAD11
750,de todas formas,в любом случае,KALIP İFADELER,B1,UNIDAD11
751,conector,связка,İSİMLER,B1,UNIDAD11
752,argumento,аргумент,İSİMLER,B1,UNIDAD11
753,opinar,считать,FİİLLER,B1,UNIDAD11
754,estar de acuerdo,соглашаться,FİİLLER,B1,UNIDAD11
755,discrepar,не соглашаться,FİİLLER,B1,UNIDAD11
756,matizar,уточнять,FİİLLER,B1,UNIDAD11
757,estilo indirecto,косвенная речь,İSİMLER,B1,UNIDAD12
758,afirmar,утверждать,FİİLLER,B1,UNIDAD12
759,preguntar,спрашивать,FİİLLER,B1,UNIDAD12
760,responder,отвечать,FİİLLER,B1,UNIDAD12
761,decir que,говорить что,FİİLLER,B1,UNIDAD12
762,preguntar si,спрашивать ли,FİİLLER,B1,UNIDAD12
763,según,согласно,EDATLAR / BAĞLAÇLAR,B1,UNIDAD12
764,al parecer,по-видимому,KALIP İFADELER,B1,UNIDAD12
765,rumor,слух,İSİMLER,B1,UNIDAD12
766,cita,цитата,İSİMLER,B1,UNIDAD12
767,fuente,источник,İSİMLER,B1,UNIDAD12
768,identidad,идентичность,İSİMLER,B2,UNIDAD1
769,origen,происхождение,İSİMLER,B2,UNIDAD1
770,estereotipo,стереотип,İSİMLER,B2,UNIDAD1
771,prejuicio,предрассудок,İSİMLER,B2,UNIDAD1
772,diversidad,разнообразие,İSİMLER,B2,UNIDAD1
773,integración,интеграция,İSİMLER,B2,UNIDAD1
774,encajar,вписываться,FİİLLER,B2,UNIDAD1
775,discriminar,дискриминировать,FİİLLER,B2,UNIDAD1
776,incluir,включать,FİİLLER,B2,UNIDAD1
777,pertenecer,принадлежать,FİİLLER,B2,UNIDAD1
778,abierto de mente,широких взглядов,SIFATLAR,B2,UNIDAD1
779,cerrado,закрытый,SIFATLAR,B2,UNIDAD1
780,medios,СМИ,İSİMLER,B2,UNIDAD2
781,titular,заголовок,İSİMLER,B2,UNIDAD2
782,sesgo,предвзятость,İSİMLER,B2,UNIDAD2
783,desinformación,дезинформация,İSİMLER,B2,UNIDAD2
784,filtrar,фильтровать,FİİLLER,B2,UNIDAD2
785,contrastar,сверять,FİİLLER,B2,UNIDAD2
786,viralizarse,стать вирусным,FİİLLER,B2,UNIDAD2
787,riguroso,"строгий, точный",SIFATLAR,B2,UNIDAD2
788,sensacionalista,сенсационный,SIFATLAR,B2,UNIDAD2
789,fuente fiable,надёжный источник,İSİMLER,B2,UNIDAD2
790,burbuja informativa,информационный пузырь,İSİMLER,B2,UNIDAD2
791,consumo,потребление,İSİMLER,B2,UNIDAD3
792,marca,бренд,İSİMLER,B2,UNIDAD3
793,publicidad,реклама,İSİMLER,B2,UNIDAD3
794,moda rápida,быстрая мода,İSİMLER,B2,UNIDAD3
795,segunda mano,секонд-хенд,İSİMLER,B2,UNIDAD3
796,consumir,потреблять,FİİLLER,B2,UNIDAD3
797,desperdiciar,транжирить,FİİLLER,B2,UNIDAD3
798,presumir,хвастаться,FİİLLER,B2,UNIDAD3
799,ético,этичный,SIFATLAR,B2,UNIDAD3
800,ostentoso,показной,SIFATLAR,B2,UNIDAD3
801,huella de carbono,углеродный след,İSİMLER,B2,UNIDAD4
802,energía renovable,возобновляемая энергия,İSİMLER,B2,UNIDAD4
803,calentamiento global,глобальное потепление,İSİMLER,B2,UNIDAD4
804,biodiversidad,биоразнообразие,İSİMLER,B2,UNIDAD4
805,mitigar,смягчать,FİİLLER,B2,UNIDAD4
806,compensar,компенсировать,FİİLLER,B2,UNIDAD4
807,irreversible,необратимый,SIFATLAR,B2,UNIDAD4
808,turismo,туризм,İSİMLER,B2,UNIDAD5
809,masificación,массовость,İSİMLER,B2,UNIDAD5
810,patrimonio,наследие,İSİMLER,B2,UNIDAD5
811,temporada alta,высокий сезон,İSİMLER,B2,UNIDAD5
812,turismo sostenible,устойчивый туризм,İSİMLER,B2,UNIDAD5
813,desestacionalizar,сглаживать сезонность,FİİLLER,B2,UNIDAD5
814,saturar,переполнять,FİİLLER,B2,UNIDAD5
815,auténtico,подлинный,SIFATLAR,B2,UNIDAD5
816,masificado,переполненный туристами,SIFATLAR,B2,UNIDAD5
817,competición,соревнование,İSİMLER,B2,UNIDAD6
818,dopaje,допинг,İSİMLER,B2,UNIDAD6
819,aficionado,болельщик,İSİMLER,B2,UNIDAD6
820,rendimiento,"результат, производительность",İSİMLER,B2,UNIDAD6
821,disciplina,дисциплина,İSİMLER,B2,UNIDAD6
822,entrenar,тренировать(ся),FİİLLER,B2,UNIDAD6
823,superarse,превосходить себя,FİİLLER,B2,UNIDAD6
824,competitivo,соревновательный,SIFATLAR,B2,UNIDAD6
825,amateur,любительский,SIFATLAR,B2,UNIDAD6
826,relación,отношения,İSİMLER,B2,UNIDAD7
827,pareja,пара,İSİMLER,B2,UNIDAD7
828,conflicto,конфликт,İSİMLER,B2,UNIDAD7
829,celos,ревность,İSİMLER,B2,UNIDAD7
830,confianza,доверие,İSİMLER,B2,UNIDAD7
831,ruptura,разрыв,İSİMLER,B2,UNIDAD7
832,comprometerse,брать обязательства,FİİLLER,B2,UNIDAD7
833,romper,рвать отношения,FİİLLER,B2,UNIDAD7
834,reconstruir,восстанавливать,FİİLLER,B2,UNIDAD7
835,tóxico,токсичный,SIFATLAR,B2,UNIDAD7
836,estable,стабильный,SIFATLAR,B2,UNIDAD7
837,educación,образование,İSİMLER,B2,UNIDAD8
838,competencia,компетенция,İSİMLER,B2,UNIDAD8
839,fracaso escolar,школьная неуспеваемость,İSİMLER,B2,UNIDAD8
840,beca,стипендия,İSİMLER,B2,UNIDAD8
841,formación continua,непрерывное обучение,İSİMLER,B2,UNIDAD8
842,analfabetismo,неграмотность,İSİMLER,B2,UNIDAD8
843,evaluar,оценивать,FİİLLER,B2,UNIDAD8
844,motivar,мотивировать,FİİLLER,B2,UNIDAD8
845,equitativo,справедливый,SIFATLAR,B2,UNIDAD8
846,selectivo,избирательный,SIFATLAR,B2,UNIDAD8
847,ensayo,репетиция,İSİMLER,B2,UNIDAD9
848,escenario,сцена,İSİMLER,B2,UNIDAD9
849,público,публика,İSİMLER,B2,UNIDAD9
850,crítica,рецензия,İSİMLER,B2,UNIDAD9
851,obra,"пьеса, произведение",İSİMLER,B2,UNIDAD9
852,representar,"ставить, изображать",FİİLLER,B2,UNIDAD9
853,aplaudir,аплодировать,FİİLLER,B2,UNIDAD9
854,conmovedor,трогательный,SIFATLAR,B2,UNIDAD9
855,innovador,новаторский,SIFATLAR,B2,UNIDAD9
856,mediación,медиация,İSİMLER,B2,UNIDAD10
